index,movieId,title,genres,director,,,,,,,,,,,,,,,,,,,,,
7105,70637,I Can't Think Straight (2007),Drama|Romance,Stephen Hopkins,,,,,,,,,,,,,,,,,,,,,
7106,70641,Miss March (2009),Comedy,Walt Becker,,,,,,,,,,,,,,,,,,,,,
7107,70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,Darren Aronofsky,,,,,,,,,,,,,,,,,,,,,
7108,70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance,King Vidor,,,,,,,,,,,,,,,,,,,,,
7109,70697,G-Force (2009),Action|Adventure|Children|Fantasy,Christopher Guest,,,,,,,,,,,,,,,,,,,,,
7110,70703,Christopher Columbus: The Discovery (1992),Adventure,John Carpenter,,,,,,,,,,,,,,,,,,,,,
7111,70708,Tetro (2009),Drama|Mystery,Spike Lee,,,,,,,,,,,,,,,,,,,,,
7112,70728,Bronson (2009),Action|Comedy|Drama|Thriller,Fred Savage,,,,,,,,,,,,,,,,,,,,,
7113,70862,It Might Get Loud (2008),Documentary,Sammo Hung,,,,,,,,,,,,,,,,,,,,,
7114,70932,My Life in Ruins (2009),Comedy,Christopher Guest,,,,,,,,,,,,,,,,,,,,,
7115,70946,Troll 2 (1990),Fantasy|Horror,Donald Petrie,,,,,,,,,,,,,,,,,,,,,
7116,70984,Taking Woodstock (2009),Comedy,Peter Howitt,,,,,,,,,,,,,,,,,,,,,
7117,70990,If These Walls Could Talk (1996),Drama,Rusty Cundieff,,,,,,,,,,,,,,,,,,,,,
7118,70994,Halloween II (2009),Horror|Thriller,Kevin Macdonald,,,,,,,,,,,,,,,,,,,,,
7119,71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,Dominique Othenin-Girard,,,,,,,,,,,,,,,,,,,,,
7120,71057,9 (2009),Adventure|Animation|Sci-Fi,Richard Linklater,,,,,,,,,,,,,,,,,,,,,
7121,71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,Jean-Jacques Mantello,,,,,,,,,,,,,,,,,,,,,
7122,71108,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,Ed Harris,,,,,,,,,,,,,,,,,,,,,
7123,71129,Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,Risa Bramon Garcia,,,,,,,,,,,,,,,,,,,,,
7124,71131,"Most Hated Family in America, The (2007)",Documentary,Brian Klugman,,,,,,,,,,,,,,,,,,,,,
7125,71135,Pandorum (2009),Horror|Sci-Fi|Thriller,Matt Piedmont,,,,,,,,,,,,,,,,,,,,,
7126,71147,Death of a Cyclist (Muerte de un ciclista) (1955),Drama,Raymond De Felitta,,,,,,,,,,,,,,,,,,,,,
7127,71156,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,John Michael McDonagh,,,,,,,,,,,,,,,,,,,,,
7128,71160,"Hunt For Gollum, The (2009)",Action|Adventure|Fantasy,Deb Hagan,,,,,,,,,,,,,,,,,,,,,
7129,71205,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,Sofia Coppola,,,,,,,,,,,,,,,,,,,,,
7130,71211,"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,Mark Herman,,,,,,,,,,,,,,,,,,,,,
7131,71248,Extract (2009),Comedy,Zach Cregger,,,,,,,,,,,,,,,,,,,,,
7132,71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,Zach Braff,,,,,,,,,,,,,,,,,,,,,
7133,71254,Gamer (2009),Action|Sci-Fi|Thriller,Mark Tarlov,,,,,,,,,,,,,,,,,,,,,
7134,71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,John Cameron Mitchell,,,,,,,,,,,,,,,,,,,,,
7135,71268,Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama,Sheldon Lettich,,,,,,,,,,,,,,,,,,,,,
7136,71282,"Food, Inc. (2008)",Documentary,Jon Knautz,,,,,,,,,,,,,,,,,,,,,
7137,71302,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,Billy Ray,,,,,,,,,,,,,,,,,,,,,
7138,71304,Thirst (Bakjwi) (2009),Drama|Horror,David Atkins,,,,,,,,,,,,,,,,,,,,,
7139,71327,Bright Star (2009),Drama|Romance,Patrick Stettner,,,,,,,,,,,,,,,,,,,,,
7140,71341,Blood Creek (a.k.a. Town Creek) (2009),Horror,Sam Peckinpah,,,,,,,,,,,,,,,,,,,,,
7141,71379,Paranormal Activity (2009),Horror|Thriller,Jonathan Levine,,,,,,,,,,,,,,,,,,,,,
7142,71429,World's Greatest Dad (2009),Comedy|Drama,Michael Crichton,,,,,,,,,,,,,,,,,,,,,
7143,71438,Still Walking (Aruitemo aruitemo) (2008),Drama,Lynne Ramsay,,,,,,,,,,,,,,,,,,,,,
7144,71453,"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary|Drama,Sylvio Tabet,,,,,,,,,,,,,,,,,,,,,
7145,71462,"Cove, The (2009)",Documentary,Rick Bieber,,,,,,,,,,,,,,,,,,,,,
7146,71464,"Serious Man, A (2009)",Comedy|Drama,Claude Chabrol,,,,,,,,,,,,,,,,,,,,,
7147,71466,City Island (2009),Comedy|Drama,Shana Feste,,,,,,,,,,,,,,,,,,,,,
7148,71468,Ink (2009),Action|Fantasy|Sci-Fi,Wayne Wang,,,,,,,,,,,,,,,,,,,,,
7149,71484,Metropia (2009),Animation|Sci-Fi,Joey Lauren Adams,,,,,,,,,,,,,,,,,,,,,
7150,71494,"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,Peter Cattaneo,,,,,,,,,,,,,,,,,,,,,
7151,71500,Trick 'r Treat (2007),Comedy|Horror|Thriller,Fred Zinnemann,,,,,,,,,,,,,,,,,,,,,
7152,71518,Whip It (2009),Comedy|Drama,S.R. Bindler,,,,,,,,,,,,,,,,,,,,,
7153,71520,"Invention of Lying, The (2009)",Comedy,Tony Kaye,,,,,,,,,,,,,,,,,,,,,
7154,71530,Surrogates (2009),Action|Sci-Fi|Thriller,Greg Marcks,,,,,,,,,,,,,,,,,,,,,
7155,71535,Zombieland (2009),Action|Comedy|Horror,Perry Lang,,,,,,,,,,,,,,,,,,,,,
7156,71550,Assassination of a High School President (2008),Comedy|Drama|Mystery,Jake Goldberger,,,,,,,,,,,,,,,,,,,,,
7157,71579,"Education, An (2009)",Drama|Romance,Stefan Ruzowitzky,,,,,,,,,,,,,,,,,,,,,
7158,71619,Coco Before Chanel (Coco avant Chanel) (2009),Drama,Vic Sarin,,,,,,,,,,,,,,,,,,,,,
7159,71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary,William Kaufman,,,,,,,,,,,,,,,,,,,,,
7160,71668,Couples Retreat (2009),Comedy|Romance,Jim O'Hanlon,,,,,,,,,,,,,,,,,,,,,
7161,71732,I Sell the Dead (2008),Comedy|Horror,David Cronenberg,,,,,,,,,,,,,,,,,,,,,
7162,71745,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX, Klapisch,,,,,,,,,,,,,,,,,,,,,
7163,71810,Legionnaire (1998),Action|Adventure|Drama|War,Kate Barker-Froyland,,,,,,,,,,,,,,,,,,,,,
7164,71823,"New York, I Love You (2009)",Drama|Romance,Martin Koolhoven,,,,,,,,,,,,,,,,,,,,,
7165,71838,Law Abiding Citizen (2009),Drama|Thriller,Charles Matthau,,,,,,,,,,,,,,,,,,,,,
7166,71867,"Misfortunates, The (De helaasheid der dingen) (2009)",Drama,John Frankenheimer,,,,,,,,,,,,,,,,,,,,,
7167,71899,Mary and Max (2009),Animation|Comedy|Drama,Christopher Bessette,,,,,,,,,,,,,,,,,,,,,
7168,71902,Spread (2009),Drama|Romance,Prachya Pinkaew,,,,,,,,,,,,,,,,,,,,,
7169,71910,"Tournament, The (2009)",Action,Gary Sinyor,,,,,,,,,,,,,,,,,,,,,
7170,71970,"Princess and the Pirate, The (1944)",Adventure|Comedy|Romance,Gurinder Chadha,,,,,,,,,,,,,,,,,,,,,
7171,71999,Aelita: The Queen of Mars (Aelita) (1924),Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller,John Sayles,,,,,,,,,,,,,,,,,,,,,
7172,72011,Up in the Air (2009),Drama|Romance,Preston A. Whitmore II,,,,,,,,,,,,,,,,,,,,,
7173,72104,Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller,Ashish R. Mohan,,,,,,,,,,,,,,,,,,,,,
7174,72129,Saw VI (2009),Crime|Horror|Mystery|Thriller,Jaume Balaguer,,,,,,,,,,,,,,,,,,,,,
7175,72142,Love Exposure (Ai No Mukidashi) (2008),Action|Comedy|Drama|Romance,Stewart Raffill,,,,,,,,,,,,,,,,,,,,,
7176,72165,Cirque du Freak: The Vampire's Assistant (2009),Action|Adventure|Comedy|Fantasy|Horror|Thriller,George Roy Hill,,,,,,,,,,,,,,,,,,,,,
7177,72167,"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,Hugh Hudson,,,,,,,,,,,,,,,,,,,,,
7178,72171,Black Dynamite (2009),Action|Comedy,Darren Grant,,,,,,,,,,,,,,,,,,,,,
7179,72178,Welcome to Dongmakgol (2005),Comedy|Drama|War,Scott Hicks,,,,,,,,,,,,,,,,,,,,,
7180,72224,Gentlemen Broncos (2009),Comedy,Joseph Gordon-Levitt,,,,,,,,,,,,,,,,,,,,,
7181,72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,Clint Eastwood,,,,,,,,,,,,,,,,,,,,,
7182,72294,"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,Terry Zwigoff,,,,,,,,,,,,,,,,,,,,,
7183,72308,Battlestar Galactica: The Plan (2009),Action|Adventure|Drama|Sci-Fi,Richard Eyre,,,,,,,,,,,,,,,,,,,,,
7184,72330,"Private Lives of Pippa Lee, The (2009)",Drama,William Sachs,,,,,,,,,,,,,,,,,,,,,
7185,72356,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,Christophe Barratier,,,,,,,,,,,,,,,,,,,,,
7186,72378,2012 (2009),Action|Drama|Sci-Fi|Thriller, Gaudreault,,,,,,,,,,,,,,,,,,,,,
7187,72395,Precious (2009),Drama,James Cox,,,,,,,,,,,,,,,,,,,,,
7188,72405,Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,Spike Lee,,,,,,,,,,,,,,,,,,,,,
7189,72407,"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller,James Toback,,,,,,,,,,,,,,,,,,,,,
7190,72424,Derailed (2002),Action|Thriller,Aki Kaurism,,,,,,,,,,,,,,,,,,,,,
7191,72479,"Messenger, The (2009)",Drama|Romance|War,Gaspar No,,,,,,,,,,,,,,,,,,,,,
7192,72489,Ninja Assassin (2009),Action|Crime|Drama|Thriller,Hitoshi Matsumoto,,,,,,,,,,,,,,,,,,,,,
7193,72554,Cell 211 (Celda 211) (2009),Action|Drama,Rakeysh Omprakash Mehra,,,,,,,,,,,,,,,,,,,,,
7194,72591,"Patriot, The (1998)",Action|Thriller,Collin Schiffli,,,,,,,,,,,,,,,,,,,,,
7195,72601,Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller,George Ratliff,,,,,,,,,,,,,,,,,,,,,
7196,72603,Merry Madagascar (2009),Animation,David Wain,,,,,,,,,,,,,,,,,,,,,
7197,72605,Brothers (2009),Drama|Thriller|War,Shane Meadows,,,,,,,,,,,,,,,,,,,,,
7198,72624,Garage (2007),Drama,Morten Tyldum,,,,,,,,,,,,,,,,,,,,,
7199,72641,"Blind Side, The  (2009)",Drama,Jon Wright,,,,,,,,,,,,,,,,,,,,,
7200,72692,Mickey's Once Upon a Christmas (1999),Animation|Comedy|Fantasy,Michael McGowan,,,,,,,,,,,,,,,,,,,,,
7201,72694,Shrink (2009),Drama,Liv Ullmann,,,,,,,,,,,,,,,,,,,,,
7202,72696,Old Dogs (2009),Comedy,Jeannot Szwarc,,,,,,,,,,,,,,,,,,,,,
7203,72701,Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi,Rohan Sippy,,,,,,,,,,,,,,,,,,,,,
7204,72714,Earthlings (2006),Documentary,James Wan,,,,,,,,,,,,,,,,,,,,,
7205,72720,"Single Man, A (2009)",Drama,Darren Lynn Bousman,,,,,,,,,,,,,,,,,,,,,
7206,72731,"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,Dan Trachtenberg,,,,,,,,,,,,,,,,,,,,,
7207,72733,Invictus (2009),Drama,Jeff Tremaine,,,,,,,,,,,,,,,,,,,,,
7208,72737,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,David F. Sandberg,,,,,,,,,,,,,,,,,,,,,
7209,72874,"Peacekeeper, The (1997)",Action,Henry Joost,,,,,,,,,,,,,,,,,,,,,
7210,72919,Did You Hear About the Morgans? (2009),Comedy|Crime|Drama|Romance,Stiles White,,,,,,,,,,,,,,,,,,,,,
7211,72921,Snow White (1916),Fantasy|Romance,Chuck Russell,,,,,,,,,,,,,,,,,,,,,
7212,72982,Alice (2009),Action|Adventure|Fantasy,Eugenio Derbez,,,,,,,,,,,,,,,,,,,,,
7213,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,Henry Joost,,,,,,,,,,,,,,,,,,,,,
7214,73015,It's Complicated (2009),Comedy|Romance,Henry Koster,,,,,,,,,,,,,,,,,,,,,
7215,73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,Blake Edwards,,,,,,,,,,,,,,,,,,,,,
7216,73023,Crazy Heart (2009),Drama|Romance,Rachel Talalay,,,,,,,,,,,,,,,,,,,,,
7217,73042,Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical,Patty Jenkins,,,,,,,,,,,,,,,,,,,,,
7218,73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy,Richard Fleischer,,,,,,,,,,,,,,,,,,,,,
7219,73160,Sorority Babes in the Slimeball Bowl-O-Rama (1988),Comedy|Horror,Christopher B. Landon,,,,,,,,,,,,,,,,,,,,,
7220,73211,Pontypool (2008),Horror|Thriller,David Lynch,,,,,,,,,,,,,,,,,,,,,
7221,73266,Youth in Revolt (2009),Comedy|Drama|Romance,Jean-Marc Vall,,,,,,,,,,,,,,,,,,,,,
7222,73268,Daybreakers (2010),Action|Drama|Horror|Thriller,David Gelb,,,,,,,,,,,,,,,,,,,,,
7223,73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,Christopher Nolan,,,,,,,,,,,,,,,,,,,,,
7224,73319,Leap Year (2010),Comedy|Romance,Mike Flanagan,,,,,,,,,,,,,,,,,,,,,
7225,73321,"Book of Eli, The (2010)",Action|Adventure|Drama,Kevin Smith,,,,,,,,,,,,,,,,,,,,,
7226,73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery,Stephen Daldry,,,,,,,,,,,,,,,,,,,,,
7227,73344,"Prophet, A (Un Prophète) (2009)",Crime|Drama,Nat Faxon,,,,,,,,,,,,,,,,,,,,,
7228,73386,Staten Island (2009),Crime|Drama,Doug McHenry,,,,,,,,,,,,,,,,,,,,,
7229,73431,"Maiden Heist, The (2009)",Comedy|Crime,George T. Miller,,,,,,,,,,,,,,,,,,,,,
7230,73488,Blood: The Last Vampire (2009),Action|Horror|Thriller,Maurice Joyce,,,,,,,,,,,,,,,,,,,,,
7231,73499,MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure,Robert Duvall,,,,,,,,,,,,,,,,,,,,,
7232,73501,Pekka ja Pätkä Suezilla (1958),Comedy,Frank Perry,,,,,,,,,,,,,,,,,,,,,
7233,73515,Bart Got a Room (2008),Comedy|Romance,Jesse Peretz,,,,,,,,,,,,,,,,,,,,,
7234,73569,Project A 2 ('A' gai wak juk jap) (1987),Action|Comedy|Crime,Stephen Hopkins,,,,,,,,,,,,,,,,,,,,,
7235,73676,Robin-B-Hood (Bo bui gai wak) (2006),Action|Comedy|Drama,Ice Cube,,,,,,,,,,,,,,,,,,,,,
7236,73681,"Concert, Le (2009)",Comedy|Drama,John Erick Dowdle,,,,,,,,,,,,,,,,,,,,,
7237,73741,Ninja (2009),Action|Crime|Drama|Thriller,Bille Woodruff,,,,,,,,,,,,,,,,,,,,,
7238,73804,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy,Kasi Lemmons,,,,,,,,,,,,,,,,,,,,,
7239,73808,"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,Richard Glatzer,,,,,,,,,,,,,,,,,,,,,
7240,73822,Meantime (1984),Comedy|Drama,Michael Curtiz,,,,,,,,,,,,,,,,,,,,,
7241,73854,"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,Bruce Malmuth,,,,,,,,,,,,,,,,,,,,,
7242,73858,"Dennis the Menace Christmas, A (2007)",Comedy,Rob Hedden,,,,,,,,,,,,,,,,,,,,,
7243,73876,Undisputed II: Last Man Standing (2006),Action|Crime|Drama,Joel Zwick,,,,,,,,,,,,,,,,,,,,,
7244,73881,3 Idiots (2009),Comedy|Drama|Romance,Harmony Korine,,,,,,,,,,,,,,,,,,,,,
7245,73929,Legion (2010),Action|Fantasy|Horror|Thriller,Joe Chappelle,,,,,,,,,,,,,,,,,,,,,
7246,74075,Stan Helsing (2009),Comedy|Horror,Alfonso Cuar,,,,,,,,,,,,,,,,,,,,,
7247,74089,Peter Pan (1960),Children|Fantasy|Musical,Edgar Wright,,,,,,,,,,,,,,,,,,,,,
7248,74095,Wicked City (Yôjû toshi) (1987),Animation|Fantasy|Horror|Sci-Fi,Mickey Liddell,,,,,,,,,,,,,,,,,,,,,
7249,74154,When in Rome (2010),Comedy|Romance,John Sayles,,,,,,,,,,,,,,,,,,,,,
7250,74226,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama,Dwight H. Little,,,,,,,,,,,,,,,,,,,,,
7251,74228,Triangle (2009),Drama|Horror|Mystery|Thriller,Fred Walton,,,,,,,,,,,,,,,,,,,,,
7252,74275,I Love You Phillip Morris (2009),Comedy|Drama|Romance,Barry Levinson,,,,,,,,,,,,,,,,,,,,,
7253,74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,Steve Carver,,,,,,,,,,,,,,,,,,,,,
7254,74324,Temple Grandin (2010),Drama,Gonzalo Gallego,,,,,,,,,,,,,,,,,,,,,
7255,74342,"Captain Newman, M.D. (1963)",Comedy|Drama|War,Christine Jeffs,,,,,,,,,,,,,,,,,,,,,
7256,74370,"House of the Devil, The (2009)",Horror|Thriller,John Erick Dowdle,,,,,,,,,,,,,,,,,,,,,
7257,74450,Valentine's Day (2010),Comedy|Romance,Don Coscarelli,,,,,,,,,,,,,,,,,,,,,
7258,74452,"Wolfman, The (2010)",Horror|Thriller,King Vidor,,,,,,,,,,,,,,,,,,,,,
7259,74458,Shutter Island (2010),Drama|Mystery|Thriller,Michael Tiddes,,,,,,,,,,,,,,,,,,,,,
7260,74508,Persuasion (2007),Drama|Romance,Bill Duke,,,,,,,,,,,,,,,,,,,,,
7261,74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,Frank Borzage,,,,,,,,,,,,,,,,,,,,,
7262,74530,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,Bille Woodruff,,,,,,,,,,,,,,,,,,,,,
7263,74532,Cop Out (2010),Action|Comedy|Crime,Mamoru Hosoda,,,,,,,,,,,,,,,,,,,,,
7264,74545,"Ghost Writer, The (2010)",Drama|Mystery|Thriller,Brian Dannelly,,,,,,,,,,,,,,,,,,,,,
7265,74553,"Secret of Kells, The (2009)",Animation|Fantasy,Denys Arcand,,,,,,,,,,,,,,,,,,,,,
7266,74580,"Spy Next Door, The (2010)",Action|Children|Comedy,Richard Lester,,,,,,,,,,,,,,,,,,,,,
7267,74624,Agora (2009),Adventure|Drama|Romance,J.S. Cardone,,,,,,,,,,,,,,,,,,,,,
7268,74647,Motherhood (2009),Comedy,Guy Hamilton,,,,,,,,,,,,,,,,,,,,,
7269,74668,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,Jay Levey,,,,,,,,,,,,,,,,,,,,,
7270,74677,"Yes Men Fix the World, The (2009)",Documentary,Nicholaus Goossen,,,,,,,,,,,,,,,,,,,,,
7271,74683,Mike Bassett: England Manager (2001),Comedy,Tamara Jenkins,,,,,,,,,,,,,,,,,,,,,
7272,74685,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,Sergio Leone,,,,,,,,,,,,,,,,,,,,,
7273,74688,Dear John (2010),Drama|Romance|War,Jon Favreau,,,,,,,,,,,,,,,,,,,,,
7274,74696,Last Train Home (2009),Documentary|Drama,Duncan Jones,,,,,,,,,,,,,,,,,,,,,
7275,74698,Tooth Fairy (2010),Comedy|Fantasy,Scott Marshall,,,,,,,,,,,,,,,,,,,,,
7276,74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,Ronan Chapalain,,,,,,,,,,,,,,,,,,,,,
7277,74750,[REC]² (2009),Horror|Thriller,Atom Egoyan,,,,,,,,,,,,,,,,,,,,,
7278,74754,"Room, The (2003)",Comedy|Drama|Romance,Xavier Beauvois,,,,,,,,,,,,,,,,,,,,,
7279,74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,Randall Miller,,,,,,,,,,,,,,,,,,,,,
7280,74791,"Town Called Panic, A (Panique au village) (2009)",Animation,Jerry Belson,,,,,,,,,,,,,,,,,,,,,
7281,74795,Green Zone (2010),Action|Drama|Thriller|War,Peter Jackson,,,,,,,,,,,,,,,,,,,,,
7282,74851,From Paris with Love (2010),Action|Crime,Michael Polish,,,,,,,,,,,,,,,,,,,,,
7283,74868,Dorian Gray (2009),Drama|Horror|Sci-Fi,Dan Rush,,,,,,,,,,,,,,,,,,,,,
7284,74916,Greenberg (2010),Comedy|Drama,Jake Kasdan,,,,,,,,,,,,,,,,,,,,,
7285,74946,She's Out of My League (2010),Comedy,Brad Anderson,,,,,,,,,,,,,,,,,,,,,
7286,74948,Harry Brown (2009),Crime|Drama|Thriller,Paul Schrader,,,,,,,,,,,,,,,,,,,,,
7287,75341,Remember Me (2010),Drama|Romance,Michael Cuesta,,,,,,,,,,,,,,,,,,,,,
7288,75389,"Burrowers, The (2008)",Horror|Thriller|Western,John Cameron Mitchell,,,,,,,,,,,,,,,,,,,,,
7289,75395,Frozen (2010),Drama|Horror|Thriller,Fenton Bailey,,,,,,,,,,,,,,,,,,,,,
7290,75416,Generation X (1996),Action|Adventure|Sci-Fi,Jeremy Saulnier,,,,,,,,,,,,,,,,,,,,,
7291,75446,Little Ashes (2008),Drama,Billy Kent,,,,,,,,,,,,,,,,,,,,,
7292,75803,Our Family Wedding (2010),Comedy,James Manera,,,,,,,,,,,,,,,,,,,,,
7293,75805,"Bounty Hunter, The (2010)",Action|Comedy|Romance,Wes Anderson,,,,,,,,,,,,,,,,,,,,,
7294,75813,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,Kevin Spacey,,,,,,,,,,,,,,,,,,,,,
7295,75816,Women in Trouble (2009),Comedy,Feroz Abbas Khan,,,,,,,,,,,,,,,,,,,,,
7296,75947,Mondo Cane (1962),Documentary,Errol Morris,,,,,,,,,,,,,,,,,,,,,
7297,75985,Repo Men (2010),Action|Sci-Fi|Thriller,Dennis Hopper,,,,,,,,,,,,,,,,,,,,,
7298,76030,Case 39 (2009),Horror|Thriller,Eli Craig,,,,,,,,,,,,,,,,,,,,,
7299,76054,Oceans (Océans) (2009),Documentary|Drama,Nicholas Fackler,,,,,,,,,,,,,,,,,,,,,
7300,76060,"Slammin' Salmon, The (2009)",Comedy,Richard Wallace,,,,,,,,,,,,,,,,,,,,,
7301,76077,Hot Tub Time Machine (2010),Comedy|Sci-Fi,Morgan J. Freeman,,,,,,,,,,,,,,,,,,,,,
7302,76091,Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,Matthew Hastings,,,,,,,,,,,,,,,,,,,,,
7303,76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,M. Night Shyamalan,,,,,,,,,,,,,,,,,,,,,
7304,76143,"Bone Man, The (Der Knochenmann) (2009)",Crime|Thriller,Brian De Palma,,,,,,,,,,,,,,,,,,,,,
7305,76173,Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,Klaus Menzel,,,,,,,,,,,,,,,,,,,,,
7306,76175,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,Oren Peli,,,,,,,,,,,,,,,,,,,,,
7307,76251,Kick-Ass (2010),Action|Comedy,Jaume Balaguer,,,,,,,,,,,,,,,,,,,,,
7308,76293,Date Night (2010),Action|Comedy|Romance,Paul Andrew Williams,,,,,,,,,,,,,,,,,,,,,
7309,76301,"Emperor's New Groove 2: Kronk's New Groove, The (2005)",Animation|Children|Comedy|Romance,Stephen Herek,,,,,,,,,,,,,,,,,,,,,
7310,76738,Steam of Life (Miesten vuoro) (2010),Documentary,Bob Saget,,,,,,,,,,,,,,,,,,,,,
7311,76743,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),Action|Adventure|Comedy,James Cameron,,,,,,,,,,,,,,,,,,,,,
7312,76751,American Drug War: The Last White Hope (2007),Crime|Documentary,Gore Verbinski,,,,,,,,,,,,,,,,,,,,,
7313,76763,"Runaways, The (2010)",Drama|Musical,Sam Mendes,,,,,,,,,,,,,,,,,,,,,
7314,77177,Wild China (2008),Documentary,Christopher Nolan,,,,,,,,,,,,,,,,,,,,,
7315,77191,Death at a Funeral (2010),Comedy,Andrew Stanton,,,,,,,,,,,,,,,,,,,,,
7316,77201,Valhalla Rising (2009),Action|Drama|War,Sam Raimi,,,,,,,,,,,,,,,,,,,,,
7317,77206,Diary of a Wimpy Kid (2010),Children|Comedy,Byron Howard,,,,,,,,,,,,,,,,,,,,,
7318,77233,"Union: The Business Behind Getting High, The (2007)",Comedy|Documentary,Joss Whedon,,,,,,,,,,,,,,,,,,,,,
7319,77266,Disgrace (2008),Drama,David Yates,,,,,,,,,,,,,,,,,,,,,
7320,77364,"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,Zack Snyder,,,,,,,,,,,,,,,,,,,,,
7321,77414,"Last Song, The (2010)",Drama|Romance,Bryan Singer,,,,,,,,,,,,,,,,,,,,,
7322,77421,Cyrus (2010),Comedy|Drama|Romance,Marc Forster,,,,,,,,,,,,,,,,,,,,,
7323,77427,"Human Centipede, The (First Sequence) (2009)",Horror,Gore Verbinski,,,,,,,,,,,,,,,,,,,,,
7324,77455,Exit Through the Gift Shop (2010),Comedy|Documentary,Gore Verbinski,,,,,,,,,,,,,,,,,,,,,
7325,77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,Zack Snyder,,,,,,,,,,,,,,,,,,,,,
7326,77667,MacGruber (2010),Action|Comedy,Andrew Adamson,,,,,,,,,,,,,,,,,,,,,
7327,77688,Three Men and a Cradle (3 hommes et un couffin) (1985),Comedy,Joss Whedon,,,,,,,,,,,,,,,,,,,,,
7328,77709,"Sky Crawlers, The (Sukai kurora) (2008)",Adventure|Animation|Drama,Rob Marshall,,,,,,,,,,,,,,,,,,,,,
7329,77795,Cargo (2009),Sci-Fi,Barry Sonnenfeld,,,,,,,,,,,,,,,,,,,,,
